#mAbG 50 mM NaCl 10 mg/ml with FF 1 and 2 mg/ml		
#q	S(q)	deltaS(q)
0.10121601	0.948795103	0.024753834
0.10134671	0.98634024	0.027190021
0.10147741	1.033898778	0.029513351
0.1016081	0.971595688	0.02751568
0.1017388	0.994405351	0.027210034
0.1018695	0.97801731	0.026948384
0.10200019	0.962957954	0.026250099
0.10213089	0.985627214	0.027518647
0.10226159	1.018215843	0.029083193
0.10239229	0.963314166	0.025844455
0.10252298	0.937557497	0.024966625
0.10265368	0.960541324	0.026741106
0.10278438	0.996360116	0.028063561
0.10291508	1.003513069	0.029138915
0.10304577	0.949364872	0.026146937
0.10317647	1.040138186	0.031234118
0.10330717	0.998553278	0.030608637
