#60 mg/ml nominal mit FF 1 und 2 mg/ml		
#q	S(q)	deltaS(q)
0.086055123	0.964986066	0.016968118
0.08618582	0.949246216	0.016562839
0.086316517	0.983769812	0.017806091
0.086447215	0.943982192	0.016396119
0.086577912	0.947684593	0.016700444
0.086708609	0.948791322	0.016618208
0.086839307	0.922915709	0.016621524
0.086970004	0.97981597	0.017885577
0.087100701	0.999177579	0.018405518
0.087231399	0.972955569	0.017742942
0.087362096	0.927157367	0.016179715
0.087492793	0.953706721	0.017115118
0.08762349	0.96530499	0.018519151
0.087754188	0.974609568	0.017858594
0.087884885	0.968620755	0.017799906
0.088015582	0.965419976	0.017748966
0.08814628	0.96602659	0.017742279
0.088276977	0.948228072	0.01803724
0.088407674	0.964933194	0.017836091
0.088538372	0.96496595	0.017822972
0.088669069	0.924717926	0.01663035
0.088799766	1.004048444	0.019315097
0.088930464	0.963788241	0.018758051
0.089061161	0.963006038	0.017966477
0.089191858	0.990225682	0.019128389
0.089322556	0.960031894	0.019752166
0.089453253	1.001851598	0.019527363
0.08958395	0.974815477	0.018782287
0.089714647	0.919023431	0.016774107
0.089845345	1.000590859	0.01967698
0.089976042	0.993205839	0.019565667
0.090106739	0.94811774	0.0179067
0.090237437	0.953821203	0.01818123
0.090368134	0.957100865	0.019142491
0.090498831	0.957306433	0.01848617
0.090629529	0.984966891	0.019641133
0.090760226	0.936333168	0.017830116
0.090890923	0.963144981	0.018892486
0.091021621	0.999131801	0.021435826
0.091152318	0.976033406	0.01950255
0.091283015	0.951979073	0.019447834
0.091413713	1.031456878	0.022389126
0.09154441	0.992447766	0.021010334
0.091675107	1.001034187	0.021653542
0.091805804	0.936700687	0.019139669
0.091936502	1.011005667	0.02233249
0.092067199	1.073353846	0.02543198
0.092197896	0.984578083	0.021590772
0.092328594	0.966060327	0.021138923
0.092459291	1.032235673	0.02401329
0.092589988	0.945087394	0.020330788
0.092720686	0.967931454	0.021152231
0.092851383	0.946121897	0.020110765
0.09298208	0.989282126	0.021815869
0.093112778	0.959286474	0.020835098
0.093243475	1.001021433	0.022426747
0.093374172	0.997582007	0.022378593
0.093504869	0.972952374	0.022331429
0.093635567	0.973516165	0.021237967
0.093766264	0.955661129	0.021550222
0.093896961	0.969467203	0.021078753
0.094027659	1.023260772	0.023624618
0.094158356	1.011105599	0.023078722
0.094289053	0.985213702	0.021956014
