#mAbG 50 mM NaCl 60 mg/ml	
#q nm-1	Sq
0.463884885	0.888669355
0.46649883	0.891704456
0.469112775	0.892325368
0.471726725	0.889492692
0.47434067	0.887502904
0.476954615	0.882423036
0.479568565	0.875905418
0.48218251	0.886203643
0.484796455	0.888562842
0.4874104	0.881060171
0.490024345	0.878968253
0.492638295	0.920168121
0.49525224	0.892285401
0.497866185	0.894563197
0.500480135	0.89811739
0.50309408	0.919621886
0.505708025	0.928478996
0.50832197	0.891769762
0.510935915	0.896506442
0.513549865	0.875386406
0.51616381	0.909788397
0.518777755	0.909687656
0.521391705	0.929192879
0.52400565	0.90936003
0.526619595	0.927287799
0.52923354	0.913789048
0.531847485	0.929851376
0.534461435	0.906057759
0.53707538	0.945145689
0.539689325	0.913532307
0.542303275	0.913521938
0.54491722	0.941387811
0.547531165	0.916086195
0.55014511	0.935898483
0.552759055	0.914347118
0.555373005	0.935609967
0.55798695	0.94517871
0.560600895	0.944499572
0.563214845	0.928452637
0.56582879	0.929645988
0.569749708	0.933359805
0.5749776	0.940483177
0.580205493	0.92915932
0.585433385	0.925411687
0.590661278	0.934873964
0.59588917	0.933792478
0.601117063	0.936556596
0.606344955	0.917715868
0.611572848	0.926566581
0.61680074	0.937532602
0.622028633	0.95220107
0.627256525	0.918896001
0.632484418	0.948334479
0.63771231	0.924837422
0.642940203	0.942533621
0.648168095	0.919109446
0.653395987	0.929845368
0.65862388	0.930685498
0.663851772	0.944671683
0.669079665	0.955610947
0.674307557	0.949282963
0.67953545	0.920277111
0.684763342	0.925462083
0.689991235	0.941813219
0.695219127	0.940027444
0.70044702	0.911327311
0.705674913	0.903616397
0.710902805	0.962930867
0.716130698	0.931393747
0.72135859	0.947774818
0.726586482	0.947705668
0.731814375	0.925660619
0.737042268	0.941070902
0.74227016	0.961547568
0.747498052	0.972229193
0.752725945	0.955770016
0.757953837	0.936287585
0.76318173	0.942407166
0.768409623	0.919259325
0.773637512	0.934726462
0.778865407	0.952164621
0.7840933	0.978214226
0.789321193	0.949129087
0.794549082	0.934355094
0.799776978	0.931337287
0.80500487	0.968878961
0.810232763	0.924241496
0.815460653	0.991833586
0.820688548	0.973655792
0.82591644	1.002656592
0.833758278	0.977960735
0.844214064	0.93890759
0.854669848	0.967829902
0.865125634	0.933806573
0.875581418	0.955180564
0.886037204	0.95254431
0.896492988	0.9600645
0.906948774	0.95418879
0.917404557	0.933934054
0.927860344	0.997289974
0.938316126	0.9783835
0.948771914	0.985966213
0.959227696	0.987614935
0.969683484	0.984821234
0.980139266	0.97439988
0.990595054	0.977301914
1.001050839	0.949069477
1.011506625	0.98974394
1.0219624	0.998468203
1.0324182	0.988776138
1.042873975	0.951175524
1.053329763	0.995947263
1.06378555	1.008948507
1.074241325	1.009957737
1.084697125	1.007944489
1.0951529	1.025114878
1.105608688	0.97078001
1.116064475	0.987101264
1.126520263	0.971022181
1.136976038	1.019816245
1.147431825	1.028474034
1.157887613	1.024621526
1.1683434	0.961146289
1.178799175	1.01000193
1.189254975	0.957350548
1.19971075	0.958880819
1.210166538	0.998437419
1.220622325	0.924481683
1.2310781	1.066991045
1.2415339	0.901704489
1.251989675	1.030068855
1.262445463	1.007612645
1.27290125	1.015113899
1.283357025	1.058226631
1.293812813	0.97718643
1.3042686	0.977984351
1.314724388	1.105503979
1.325180175	1.063418022
1.335635963	1.153482046
1.346091738	0.987874279
1.356547525	1.045678446
1.367003313	0.983473398
1.3774591	0.917197963
1.387914875	1.02138859
1.398370675	1.156452453
1.40882645	0.941669376
1.419282225	0.887315692
1.429738025	0.993940654
1.4401938	1.026668902
1.4506496	1.012806911
1.461105375	1.012506488
1.471561163	0.851275921
1.48201695	1.060275856
1.492472725	0.992534797
1.502928513	0.876067091
1.5133843	0.898605467
1.523840088	0.966562443
1.534295875	1.095752054
1.54475165	1.052817791
1.555207438	0.986440756
1.565663225	1.017794477
1.576119013	1.091665804
1.5865748	0.952085695
1.597030575	0.905145577
1.607486375	1.002184952
1.61794215	1.012240167
1.628397925	1.054601097
1.638853725	0.872843899
1.6493095	1.217408602
1.659765288	1.072949544
1.670221075	1.123331016
1.680676863	0.879769771
1.69113265	0.986818145
1.701588425	1.024240395
1.712044213	1.213983089
1.7225	0.981293396
1.732955788	1.201295226
1.743411575	0.987728974
1.75386735	1.047074003
1.764323138	0.988657014
1.774778925	0.8961123
1.785234712	0.982459718
1.7956905	1.227740214
1.806146275	1.103027355
1.816602075	0.938706133
1.82705785	0.816536859
1.837513625	0.944425489
1.847969425	0.823296098
1.8584252	1.54853484
1.868880987	1.049330578
1.879336775	0.879596854
1.889792563	0.985983252
1.90024835	1.073420597
1.910704125	0.937327552
1.921159913	0.930893535
1.9316157	0.95495517
1.942071488	1.042018491
1.952527275	0.979741224
1.96298305	1.150256815
1.973438837	1.207936994
1.983894625	1.179074545
1.9943504	1.192961408
